"","pid","sex","dobm","doby","memorig","plbornc","race","paju","maju","lprnt","lnprnt","ch1bm","ch1by","scend","bwtgm","pagold","pargsc","magold","margsc","j1gold","j1rgsc","fsource","children","ssex2","ssex3","twin1","twin2","twin3","age"
"3815",79570437,"female","may",1943,"echp - ni",6,"white","inapplicable","mother not work","yes",4,"march",1969,18,"not applicable","routine non-manual employees","skilled non-manual","not applicable","inapplicable","service class,lower","managerial & technic","Time-invariant",4,NA,NA,NA,NA,NA,66
"3816",79570968,"female","february",1961,"echp - ni",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,48
"3817",79573606,"female","april",1950,"echp - ni",-8,"white","inapplicable","inapplicable","yes",2,"june",1975,18,"not applicable","sml props w/o employees","managerial & technical occ","personal service workers","skilled non-manual","service class,lower","managerial & technic","Time-invariant",2,NA,NA,NA,NA,NA,59
"3818",79575706,"female","november",1955,"echp - ni",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,54
"3819",79577369,"female","january",1960,"echp - ni",6,"white","inapplicable","mother not work","yes",2,"march",1986,16,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","foreman,technicians","managerial & technic","Time-invariant",2,NA,NA,NA,NA,NA,49
"3820",79582117,"female","july",1942,"echp - ni",-8,"white","inapplicable","mother not work","yes",6,"february",1972,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",6,NA,NA,NA,NA,NA,67
"3821",79582699,"female","october",1962,"echp - ni",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","From the panel",1,NA,NA,NA,NA,NA,47
"3822",79607578,"female","july",1948,"echp - ni",-8,"white","inapplicable","inapplicable","yes",2,"january",1977,17,"not applicable","sml props w/o employees","managerial & technical occ","service class,higher grade","managerial & technical occ","service class,lower","managerial & technic","Time-invariant",2,NA,NA,NA,NA,NA,61
"3823",80323847,"female","december",1960,"original sample",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,18,"not applicable","semi,unskilled manual workers","partly skilled occ","skilled manual workers","skilled manual","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,49
"3824",81201591,"female","may",1963,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"august",1985,16,"not applicable","skilled manual workers","skilled manual","personal service workers","skilled non-manual","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,46
"3825",81533381,"female","november",1953,"original sample",-8,"white","inapplicable","inapplicable","yes",-9,"missing or wild",-9,15,"not applicable","skilled manual workers","skilled manual","personal service workers","managerial & technical occ","semi,unskilled manua","partly skilled occ","No children",0,NA,NA,NA,NA,NA,56
"3826",82642206,"female","august",1959,"original sample",-8,"white","inapplicable","inapplicable","yes",1,"april",1998,16,"not applicable","skilled manual workers","skilled manual","skilled manual workers","skilled manual","personal service wor","managerial & technic","Time-invariant",1,NA,NA,NA,NA,NA,50
"3827",83361804,"female","august",1944,"original sample",-8,"white","inapplicable","mother not work","yes",3,"june",1964,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,65
"3828",83632638,"female","january",1962,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,47
"3829",83764879,"female","february",1954,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"january",1979,17,"not applicable","skilled manual workers","skilled manual","routine non-manual employees","skilled non-manual","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,55
"3830",83772316,"female","august",1958,"original sample",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","skilled manual","personal service workers","skilled non-manual","personal service wor","skilled non-manual","No children",0,NA,NA,NA,NA,NA,51
"3831",84203579,"female","april",1941,"original sample",-8,"white","inapplicable","mother not work","yes",6,"may",1962,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","skilled manual worke","skilled manual","Time-invariant",6,NA,NA,NA,NA,NA,68
"3832",84446889,"female","october",1951,"original sample",-8,"white","inapplicable","mother not work","yes",2,"february",1970,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,58
"3833",84523069,"female","november",1951,"original sample",64,"white","inapplicable","mother not work","yes",2,"january",1972,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","foreman,technicians","skilled manual","Time-invariant",2,NA,NA,NA,NA,NA,58
"3834",84755938,"female","may",1963,"original sample",-8,"white","inapplicable","mother not work","yes",5,"december",1983,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","skilled manual worke","skilled manual","From the panel",5,NA,NA,NA,NA,NA,46
"3835",84779748,"female","december",1964,"original sample",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,18,"not applicable","routine non-manual employees","skilled non-manual","service class,lower grade","managerial & technical occ","foreman,technicians","skilled manual","No children",0,NA,NA,NA,NA,NA,45
"3836",84879769,"female","may",1957,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,52
"3837",85061727,"female","december",1950,"original sample",56,"white","inapplicable","mother not work","yes",2,"missing or wild",1974,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Time-invariant",2,NA,NA,NA,NA,NA,59
"3838",85126799,"female","january",1962,"original sample",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,16,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,47
"3839",85182826,"female","august",1952,"original sample",-8,"white","inapplicable","mother not work","yes",1,"july",1980,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",1,NA,NA,NA,NA,NA,57
"3840",85325678,"female","october",1935,"original sample",-8,"white","inapplicable","mother not work","yes",3,"july",1958,15,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,74
"3841",85380156,"female","august",1960,"original sample",-8,"white","inapplicable","mother not work","yes",1,"june",1979,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,49
"3842",86317326,"female","october",1955,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,54
"3843",86418769,"female","june",1957,"original sample",-8,"white","inapplicable","inapplicable","yes",3,"december",1975,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","semi,unskilled manua","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,52
"3844",86420917,"female","august",1942,"original sample",-8,"white","inapplicable","inapplicable","yes",4,"september",1964,15,"not applicable","sml props w/o employees","managerial & technical occ","routine non-manual employees","skilled non-manual","service class,lower","managerial & technic","Time-invariant",4,NA,NA,NA,NA,NA,67
"3845",86561189,"female","november",1944,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"february",1972,15,"not applicable","skilled manual workers","skilled manual","personal service workers","skilled non-manual","skilled manual worke","skilled manual","Time-invariant",2,NA,NA,NA,NA,NA,65
"3846",86823051,"female","august",1952,"original sample",-8,"white","don't know","mother not work","yes",4,"september",1976,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,57
"3847",87070669,"female","may",1957,"original sample",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,18,"not applicable","skilled manual workers","skilled manual","personal service workers","partly skilled occ","service class,lower","managerial & technic","From the panel",1,NA,NA,NA,NA,NA,52
"3848",87105578,"female","june",1938,"original sample",-8,"white","inapplicable","mother not live","yes",2,"august",1960,15,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",2,NA,NA,NA,NA,NA,71
"3849",87125668,"female","august",1948,"original sample",-8,"white","father deceased","mother deceased","no",-8,"not applicable",-8,14,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","No children",0,NA,NA,NA,NA,NA,61
"3850",87159023,"female","march",1962,"original sample",-8,"white","father not work","mother not work","no",-8,"not applicable",-8,17,"not applicable","not applicable","inapplicable","not applicable","inapplicable","service class,lower","managerial & technic","No children",0,NA,NA,NA,NA,NA,47
"3851",87181681,"female","february",1954,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,55
"3852",87193337,"female","may",1947,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"june",1975,16,"not applicable","foreman,technicians","skilled manual","routine non-manual employees","skilled non-manual","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,62
"3853",87226626,"female","october",1957,"original sample",-8,"white","inapplicable","inapplicable","yes",1,"may",1998,18,"not applicable","service class,lower grade","skilled non-manual","service class,higher grade","managerial & technical occ","service class,lower","managerial & technic","From the panel",1,NA,NA,NA,NA,NA,52
"3854",87315033,"female","july",1947,"echp - scpr",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,62
"3855",87382717,"female","november",1963,"echp - scpr",-8,"white","inapplicable","inapplicable","yes",4,"april",1987,16,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","semi,unskilled manua","partly skilled occ","Time-invariant",4,NA,NA,NA,NA,NA,46
"3856",87507048,"female","december",1955,"echp - scpr",-8,"white","father deceased","mother not work","yes",2,"february",1978,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,54
