"","idhous99","idpers_new","idpers","sex","birthm","birthy","age","marstat","intlang","religion","disrel_fr","health","work","income","cfriends","reading","inchild","children","education","fath15","moth15","stepp15","sib15","inear15","ocfath15","edufath","mthwk15","ocmth15","edumth","fathpol","mothpol"
"865",67531,1,6753102,"woman",7,1949,50,"married","german","no denomination or religion","","very well","active occupied",52000,16,"every day",2,2,"high school","yes","yes","inapplicable","no","both equally","elementary occupations",3,"yes","service workers, market sales workers","general training/apprenticeship","centre","no particular tendency"
"866",67611,1,6761102,"woman",10,1941,58,"married","german","protestant or reformed church","","so, so (average)","active occupied",-2,4,"every day",0,3,"general training/apprenticeship","yes","yes","inapplicable","no","both equally","craft and related trades workers",3,"yes","service workers, market sales workers","general training/apprenticeship","don't know","don't know"
"867",67661,1,6766102,"woman",2,1947,52,"married","german","protestant or reformed church","","well","not in labor force",-4,8,"every day",1,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no","craft and related trades workers","general training/apprenticeship","other","other"
"868",67671,1,6767101,"woman",4,1933,66,"widower/widow","german","roman catholic","","well","active occupied",-2,12,"at least once a month",1,1,"domestic science course, 1yr","yes","yes","inapplicable","yes","both equally","skilled agricultural and fishery workers",1,"yes","skilled agricultural and fishery workers","general training/apprenticeship","centre","centre"
"869",67791,1,6779102,"woman",2,1941,58,"married","german","roman catholic","","very well","active occupied",8000,8,"every day",0,4,"domestic science course, 1yr","yes","yes","inapplicable","yes","father","elementary occupations",1,"yes","elementary occupations","compulsory or less","innaplicable","innaplicable"
"870",67901,1,6790102,"woman",2,1950,49,"married","italian","roman catholic","never","well","active occupied",12000,4,"at least once a month",1,2,"compulsory or less","no","yes","inapplicable","yes","mother",NA,NA,"yes","elementary occupations","compulsory or less","innaplicable","innaplicable"
"871",67911,1,6791102,"woman",2,1942,57,"married","german","other","","so, so (average)","not in labor force",-2,2,"every day",0,3,"compulsory or less","yes","yes","inapplicable","yes","father","elementary occupations",1,"no",NA,"compulsory or less","no particular tendency","no particular tendency"
"872",67921,1,6792101,"woman",2,1945,54,"married","german","protestant or reformed church","never","well","active occupied",10400,2,"every day",0,0,"general training/apprenticeship","yes","yes","inapplicable","yes","father","elementary occupations",3,"yes","elementary occupations","compulsory or less","innaplicable","innaplicable"
"873",67941,1,6794102,"woman",2,1950,49,"married","german","roman catholic","","well","not in labor force",-2,12,"every day",3,4,"domestic science course, 1yr","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",3,"yes","skilled agricultural and fishery workers","general training/apprenticeship","right","no particular tendency"
"874",68021,1,6802101,"woman",4,1949,50,"divorced","german","no denomination or religion","","so, so (average)","not in labor force",49980,4,"every day",0,0,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",5,"no","craft and related trades workers","general training/apprenticeship","no particular tendency","other"
"875",68071,1,6807101,"woman",9,1937,62,"separated","german","protestant or reformed church","","well","active occupied",16800,NA,"every day",0,2,"domestic science course, 1yr","yes","yes","inapplicable","yes","father","service workers, market sales workers",3,"no","technicians and associate professionals","high school","left","no particular tendency"
"876",68311,1,6831102,"woman",6,1953,46,"married","german","roman catholic","","very well","active occupied",6000,2,"every day",2,3,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",NA,"no",NA,NA,"other","other"
"877",68341,1,6834102,"woman",4,1933,66,"married","german","protestant or reformed church","","well","not in labor force",-2,NA,"every day",0,3,"compulsory or less","no","no","inapplicable","no","a guardian","skilled agricultural and fishery workers",3,"no",NA,"compulsory or less","no particular tendency","don't know"
"878",68351,1,6835101,"woman",7,1946,53,"widower/widow","german","roman catholic","","well","active occupied",8400,8,"every day",0,0,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no","elementary occupations","general training/apprenticeship","no particular tendency","no particular tendency"
"879",68431,1,6843102,"woman",4,1945,54,"married","german","roman catholic","","well","not in labor force",-2,8,"at least once a week",0,2,"general training/apprenticeship","yes","yes","inapplicable","no","father","elementary occupations",3,"yes","craft and related trades workers","general training/apprenticeship","innaplicable","innaplicable"
"880",68481,1,6848101,"woman",8,1943,56,"separated","german","protestant or reformed church","","so, so (average)","active occupied",41769,28,"every day",0,2,"domestic science course, 1yr","no","yes","inapplicable","no","mother","professionals",NA,"yes","elementary occupations","high school","other","no particular tendency"
"881",68561,1,6856101,"woman",3,1920,79,"widower/widow","german","protestant or reformed church","never","well","not in labor force",-2,4,"every day",0,1,"general training/apprenticeship","yes","yes","inapplicable","yes","father","elementary occupations",3,"no",NA,"compulsory or less","don't know","other"
"882",68571,1,6857102,"woman",12,1939,60,"married","german","roman catholic","","well","not in labor force",15600,8,"every day",0,2,"university/postgrad","yes","yes","inapplicable","yes","father","professionals",15,"yes","technicians and associate professionals","high school","left","left"
"883",68591,1,6859101,"woman",9,1928,71,"divorced","german","roman catholic","","well","not in labor force",-8,12,"every day",0,8,"compulsory or less","no","no","inapplicable","no","father","craft and related trades workers",1,"no",NA,"compulsory or less","don't know","don't know"
"884",68611,1,6861102,"woman",3,1934,65,"married","german","protestant or reformed church","","well","active occupied",7200,4,"every day",0,2,"domestic science course, 1yr","yes","yes","inapplicable","yes","both equally","skilled agricultural and fishery workers",1,"yes","skilled agricultural and fishery workers","compulsory or less","innaplicable","innaplicable"
"885",68691,1,6869101,"woman",2,1931,68,"divorced","german","roman catholic","never","well","not in labor force",-8,4,"every day",0,3,"compulsory or less","yes","yes","inapplicable","yes","both equally","legislators, senior officials, managers",1,"yes","legislators, senior officials, managers","compulsory or less","innaplicable","innaplicable"
"886",68701,1,6870102,"woman",5,1931,68,"married","german","roman catholic","never","very well","active occupied",7200,4,"every day",0,2,"high school","yes","no","inapplicable","yes","father","craft and related trades workers",3,"no",NA,NA,"don't know","other"
"887",68711,1,6871103,"woman",1,1938,61,"married","german","protestant or reformed church","","very well","not in labor force",-2,1,"every day",0,3,"general training/apprenticeship","no","no","inapplicable","no","father","service workers, market sales workers",1,"no",NA,"compulsory or less","don't know","don't know"
"888",68861,1,6886101,"woman",12,1932,67,"widower/widow","german","roman catholic","never","well","not in labor force",-4,16,"every day",0,2,"compulsory or less","yes","yes","inapplicable","yes","both equally","skilled agricultural and fishery workers",1,"no",NA,"compulsory or less","innaplicable","innaplicable"
"889",68921,1,6892102,"woman",5,1941,58,"married","german","protestant or reformed church","","very well","active occupied",9600,8,"every day",0,5,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no",NA,"compulsory or less","no particular tendency","no particular tendency"
"890",68961,1,6896101,"woman",5,1923,76,"widower/widow","german","roman catholic","","so, so (average)","not in labor force",45600,NA,"every day",0,1,"general training/apprenticeship","yes","yes","inapplicable","yes","father","service workers, market sales workers",1,"no","elementary occupations","compulsory or less","innaplicable","innaplicable"
